Document,Title,Type,Organization,Org Abbreviation,Statement.Year,Statement.Month,Statement.Day,Statement.Individual,Retrieval Date (YYMMDD),url or source
141211 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,14,12,11,,161215,URL: web.archive.org/web/20150917222422/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%B1%D8%B3%D8%A7%D9%84%D8%A9%20%D9%85%D8%A8%D8%A7%D8%B1%D9%83%D8%A9%20%D8%A8%D8%A7%D9%84%D8%B9%D8%A7%D9%85%20%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D9%8A%20%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%20%D9%85%D9%86%20%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9..%20%D9%86%D8%B3%D8%A3%D9%84%20%D8%A7%D9%84%D9%84%D9%87%20%D8%A3%D9%86%20%D9%8A%D8%AC%D8%B9%D9%84%D9%87%20%D8%B9%D8%A7%D9%85%20%D9%8A%D9%85%D9%86%20%D9%88%D8%AE%D9%8A%D8%B1%20%D9%88%D8%A8%D8%B1%D9%83%D8%A9%D8%8C%20%D9%88%D8%AA%D9%82%D8%AF%D9%91%D9%85%20%D9%88%D8%A7%D8%B2%D8%AF%D9%87%D8%A7%D8%B1%D8%8C%20%D9%88%D9%86%D8%B5%D8%B1%20%D8%B9%D9%84%D9%89%20%D8%A7%D9%84%D8%A3%D8%B9%D8%AF%D8%A7%D8%A1&info=YVdROU5ETTRPREltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
141229 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,14,12,29,,161215,URL: web.archive.org/web/20150917222402/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A8%D9%8A%D8%A7%D9%86%20%D9%85%D8%AC%D9%84%D8%B3%20%D8%A7%D9%84%D8%B4%D9%88%D8%B1%D9%89%20%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9&info=YVdROU5EUXdOelFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150123 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,1,23,,161215,URL: web.archive.org/web/20150917222355/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A8%D9%8A%D8%A7%D9%86%20%D9%85%D9%86%20%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D8%AD%D9%88%D9%84%20%D8%A7%D9%84%D9%85%D9%88%D9%82%D9%81%20%D9%85%D9%86%20%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D8%AF%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A%D8%A9&info=YVdROU5EUTFPREFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150123b (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,1,23,,161215,URL: web.archive.org/web/20150917222329/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%AA%D8%B9%D8%B2%D9%8A%D8%A9%20%D9%81%D9%8A%20%D9%88%D9%81%D8%A7%D8%A9%20%D8%AE%D8%A7%D8%AF%D9%85%20%D8%A7%D9%84%D8%AD%D8%B1%D9%85%D9%8A%D9%86%20%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D9%81%D9%8A%D9%86%20%D8%A7%D9%84%D9%85%D9%84%D9%83%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D9%84%D9%87%20%D8%A8%D9%86%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2&info=YVdROU5EUTNPVFFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150124 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,1,24,,161215,URL: web.archive.org/web/20150917222338/http://www.ikhwansyria.com/Portals/Content/?Name=%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%AD%D9%85%D9%88%D8%B1%D9%8A%D8%A9%20%D9%88%D8%AB%D9%86%D8%A7%D8%A6%D9%8A%D8%A9%20%D8%A7%D9%84%D9%82%D8%AA%D9%84%20%D9%85%D9%86%20%D8%A7%D9%84%D8%A3%D8%B3%D8%AF%20%D9%88%D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9%20%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A&info=YVdROU5EUTNPVE1tYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150213 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,2,13,,161215,URL: web.archive.org/web/20150917222318/http://www.ikhwansyria.com/Portals/Content/?Name=%D9%86%D8%B9%D9%8A%20%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%20%D8%AC%D9%85%D8%B9%D8%A9%20%D8%A3%D9%85%D9%8A%D9%86%20%20%D9%86%D8%A7%D8%A6%D8%A8%20%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AF%20%D8%A7%D9%84%D8%B9%D8%A7%D9%85%20%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D9%85%D8%B5%D8%B1&info=YVdROU5EUTNPVFVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150304 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,3,4,,161215,URL: web.archive.org/web/20150917222258/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D8%AA%D9%86%D8%B9%D9%89%20%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%20%D8%A8%D9%87%D9%8A%D8%AC%20%D8%A7%D9%84%D9%85%D9%84%D8%A7%20%D8%AD%D9%88%D9%8A%D8%B4&info=YVdROU5EUTVPVEVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150307 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,3,7,,161215,URL: web.archive.org/web/20150917222309/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A5%D8%AF%D8%A7%D9%86%D8%A9%20%D8%AC%D8%B1%D9%8A%D9%85%D8%A9%20%D8%A5%D8%B9%D8%AF%D8%A7%D9%85%20%D8%A7%D9%84%D8%B7%D9%8A%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86%D9%8A%20..%20%D9%88%D8%B9%D9%84%D9%89%20%D8%A7%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%81%20%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%20%D8%A3%D9%86%20%D9%8A%D8%B5%D8%AD%D8%AD%20%D8%A8%D9%88%D8%B5%D9%84%D8%AA%D9%87&info=YVdROU5EUTRPVFVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150312 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,3,12,,161215,URL: web.archive.org/web/20150917222245/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A8%D9%8A%D8%A7%D9%86%20%D8%A8%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9%20%D9%8A%D9%88%D9%85%20%D8%A7%D9%84%D9%85%D8%B1%D8%A3%D8%A9%20%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A&info=YVdROU5EVXhOekVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150317 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,3,17,,161215,URL: web.archive.org/web/20150917222241/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D8%AA%D9%86%D8%B9%D9%89%20%D8%A7%D9%84%D8%B4%D9%8A%D8%AE%20%D8%AD%D8%A7%D8%B1%D8%AB%20%D8%A7%D9%84%D8%B6%D8%A7%D8%B1%D9%8A&info=YVdROU5EVXlNelltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150321 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,3,21,,161215,URL: web.archive.org/web/20150917222234/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A5%D8%B3%D9%82%D8%A7%D8%B7%20%D8%A7%D9%84%D9%88%D9%87%D9%85%20%D9%88%D8%A7%D8%AC%D8%A8%20%D8%A7%D9%84%D9%88%D9%82%D8%AA%20%D8%B9%D9%84%D9%89%20%D9%85%D8%A4%D8%B3%D8%B3%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B1%D8%B6%D8%A9%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9&info=YVdROU5EVXlOekltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150326 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,3,26,,161215,URL: web.archive.org/web/20150917222231/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A8%D9%8A%D8%A7%D9%86%20%D8%B5%D8%AD%D9%81%D9%8A%20%D9%85%D9%86%20%D9%85%D9%83%D8%AA%D8%A8%20%D8%A7%D9%84%D8%A3%D8%AE%D9%88%D8%A7%D8%AA%20%D9%81%D9%8A%20%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9&info=YVdROU5EVXpNRGdtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150417 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,4,17,,161215,URL: web.archive.org/web/20150917222227/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A8%D9%8A%D8%A7%D9%86%20%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A7%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D8%AD%D9%88%D9%84%20%D8%B9%D9%85%D9%84%D9%8A%D8%A9%20%D8%B9%D8%A7%D8%B5%D9%81%D8%A9%20%D8%A7%D9%84%D8%AD%D8%B2%D9%85:%20%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9%20%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9%20%D8%A7%D9%84%D8%A5%D9%8A%D8%B1%D8%A7%D9%86%D9%8A%20%D9%85%D9%86%20%D8%B5%D9%86%D8%B9%D8%A7%D8%A1%20%D8%A5%D9%84%D9%89%20%D8%AF%D9%85%D8%B4%D9%82&info=YVdROU5EVXpOelVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150423 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,4,23,,161215,URL: web.archive.org/web/20150917222224/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%AF%D8%B9%D9%88%D8%A9%20%D8%A8%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9%20%D9%8A%D9%88%D9%85%20%D8%A7%D9%84%D8%AC%D9%84%D8%A7%D8%A1..%20(%D8%B3%D8%AC%D9%86%20%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%8A%D9%8A%D9%86..%20%D9%88%D9%85%D8%A7%D8%AA%D8%B2%D8%A7%D9%84%20%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%AA%D9%8A%D8%AD%20%D8%A8%D8%A3%D9%8A%D8%AF%D9%8A%D9%83%D9%85)&info=YVdROU5EVTFOakVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150501 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,5,1,,161215,URL: web.archive.org/web/20150917222218/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A5%D8%AF%D8%A7%D9%86%D8%A9%20%D8%A7%D9%84%D8%A3%D8%AD%D9%83%D8%A7%D9%85%20%D8%A7%D9%84%D8%B5%D8%A7%D8%AF%D8%B1%D8%A9%20%D8%A8%D8%AD%D9%82%20%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%20%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%20%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%20%D9%85%D8%AD%D9%85%D8%AF%20%D9%85%D8%B1%D8%B3%D9%8A&info=YVdROU5EVTJNakltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150518 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,5,18,,161215,URL: web.archive.org/web/20150917222215/http://www.ikhwansyria.com/Portals/Content/?Name=%D8%A7%D8%A8%D9%86%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D8%A8%D8%A7%D8%B1%D9%91%20%D8%B9%D9%85%D9%91%D8%A7%D8%B1%20%D8%B9%D8%AB%D9%85%D8%A7%D9%86%20%D9%81%D9%8A%20%D9%82%D9%88%D8%A7%D9%81%D9%84%20%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1&info=YVdROU5EVTJPREFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150524 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,5,24,,161215,URL: web.archive.org/web/20150917222209/http://www.ikhwansyria.com/Portals/Content/?Name=%D9%85%D8%B5%D8%B1...%20%D9%88%D9%8A%D8%B3%D8%AA%D9%85%D8%B1%20%D9%85%D8%B3%D9%84%D8%B3%D9%84%20%D8%A7%D9%84%D8%A5%D8%B9%D8%AF%D8%A7%D9%85%20%D8%A8%D8%A7%D9%84%D8%AC%D9%85%D9%84%D8%A9..%20%D8%A3%D9%85%D8%A7%20%D9%84%D9%87%D8%B0%D8%A7%20%D8%A7%D9%84%D8%A8%D8%BA%D9%8A%20%D9%85%D9%86%20%D8%B1%D8%A7%D8%AF%D8%B9%D8%9F!&info=YVdROU5EVTRNelFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150616 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,6,16,,161215,URL: web.archive.org/web/20160412143909/http://ikhwansyria.com/Portals/Content/?Name=%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D9%8A%D9%86%D8%B9%D9%88%D9%86%20%D8%A7%D9%84%D8%B4%D9%8A%D8%AE%20%D8%A7%D9%84%D8%B4%D9%87%D9%8A%D8%AF%20%D8%B1%D9%8A%D8%A7%D8%B6%20%D8%A7%D9%84%D8%AE%D8%B1%D9%82%D9%8A&info=YVdROU5EVTVNRFltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150617 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,6,17,,161215,URL: web.archive.org/web/20160412123436/http://ikhwansyria.com/Portals/Content/?Name=%D8%B9%D9%84%D9%89%20%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D8%B9%20%D8%A3%D9%86%20%D9%8A%D9%88%D9%82%D9%81%20%D8%A7%D9%84%D8%AA%D9%81%D9%83%D9%8A%D8%B1%20%D9%81%D9%8A%20%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9%20%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B7%D8%A7%D8%B9%20%D9%88%D8%A7%D9%84%D8%AA%D9%82%D8%B3%D9%8A%D9%85&info=YVdROU5EWXhNVEVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150722 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,7,22,,161215,URL: web.archive.org/web/20160412102821/http://ikhwansyria.com/Portals/Content/?Name=%D9%82%D8%B6%D8%A7%D8%A1%20%D8%A7%D9%84%D8%B3%D9%8A%D8%B3%D9%8A:%20%D9%8A%D8%AD%D8%A7%D8%AF%D9%91%20%D8%A7%D9%84%D9%84%D9%87%20%D8%A7%D9%84%D9%85%D9%84%D9%83%20%D8%A7%D9%84%D8%B9%D8%AF%D9%84%20%D9%88%D9%8A%D8%B3%D8%AA%D8%B1%D8%B3%D9%84%20%D9%81%D9%8A%20%D8%AA%D8%AD%D8%AF%D9%91%D9%8A%20%D8%A7%D9%84%D9%82%D9%8A%D9%85%20%D8%A7%D9%84%D9%83%D9%88%D9%86%D9%8A%D8%A9%20%D9%88%D9%83%D9%84%D9%91%20%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%20%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85&info=YVdROU5EWXhNVEltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150726 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,7,26,,161215,URL: web.archive.org/web/20160412132424/http://ikhwansyria.com/Portals/Content/?Name=%D8%B1%D8%B3%D8%A7%D9%84%D8%A9%20%D9%85%D9%86%20%D9%81%D8%B6%D9%8A%D9%84%D8%A9%20%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%82%D8%A8%20%D8%A7%D9%84%D8%B9%D8%A7%D9%85%20%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D9%85%D9%88%D8%AC%D9%87%D8%A9%20%D9%84%D9%81%D8%AE%D8%A7%D9%85%D8%A9%20%D8%B1%D8%A6%D9%8A%D8%B3%20%D9%88%D8%B2%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A%D8%A9&info=YVdROU5EWXpOVEltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150729 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,7,29,,161215,URL: web.archive.org/web/20160412134354/http://ikhwansyria.com/Portals/Content/?Name=%D8%AA%D8%B9%D8%B2%D9%8A%D8%A9%20%D9%81%D9%8A%D9%84%D9%82%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%A8%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF%20%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D8%AF%20%D9%85%D8%A7%D8%B2%D9%86%20%D9%82%D8%B3%D9%88%D9%85&info=YVdROU5EWXpOemdtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150809 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,8,9,,161215,URL: web.archive.org/web/20160412163833/http://ikhwansyria.com/Portals/Content/?Name=%D8%A7%D8%B3%D8%AA%D9%86%D9%83%D8%A7%D8%B1%20%D9%84%D9%84%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D9%8A%D8%B1%D8%A7%D9%86%D9%8A%D8%A9%20%D8%AA%D8%AC%D8%A7%D9%87%20%D8%A3%D8%B4%D9%82%D8%A7%D8%A6%D9%86%D8%A7%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86&info=YVdROU5EWTBNRFFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150817 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,8,17,,161215,
150825 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,8,25,,161215,URL: web.archive.org/web/20160412154001/http://ikhwansyria.com/Portals/Content/?Name=%D8%AF%D9%88%D9%85%D8%A7%20%D8%AA%D8%A8%D8%A7%D8%AF%20%D8%A8%D9%85%D8%B4%D8%A7%D8%B1%D9%83%D8%A9%20%D8%A5%D9%8A%D8%B1%D8%A7%D9%86%D9%8A%D8%A9%20%D9%88%D8%B1%D9%88%D8%B3%D9%8A%D8%A9%20%D9%88%D8%B5%D9%85%D8%AA%20%D8%BA%D8%B1%D8%A8%D9%8A&info=YVdROU5EWTFOamttYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150906 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,9,6,,161215,URL: web.archive.org/web/20160412191609/http://ikhwansyria.com/Portals/Content/?Name=%D8%AA%D9%88%D8%B6%D9%8A%D8%AD%20%D9%84%D9%85%D8%A7%20%D9%86%D8%B4%D8%B1%D8%AA%D9%87%20%D8%A8%D8%B9%D8%B6%20%D8%A7%D9%84%D9%88%D8%B3%D8%A7%D8%A6%D9%84%20%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20%D8%AD%D9%88%D9%84%20%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D8%A9&info=YVdROU5EWTJNelltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150912 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,9,12,,161215,URL: web.archive.org/web/20160412191555/http://ikhwansyria.com/Portals/Content/?Name=%D9%85%D9%88%D9%82%D9%81%D9%86%D8%A7%20%D9%85%D9%86%20%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%20%D8%A7%D9%84%D8%B1%D8%A6%D8%A7%D8%B3%D9%8A%20%D9%84%D9%85%D8%AC%D9%84%D8%B3%20%D8%A7%D9%84%D8%A3%D9%85%D9%86%20%D9%88%D8%AE%D8%B7%D9%91%D8%A9%20%D8%AF%D9%8A%20%D9%85%D9%8A%D8%B3%D8%AA%D9%88%D8%B1%D8%A7&info=YVdROU5EWTNPREltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150912b (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,9,12,,161215,URL: web.archive.org/web/20160412152318/http://ikhwansyria.com/Portals/Content/?Name=%D9%85%D9%88%D9%82%D9%81%D9%86%D8%A7%20%D9%85%D9%86%20%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84%20%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A..&info=YVdROU5EWTROVFltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150917 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,9,17,,161215,URL: web.archive.org/web/20160412152346/http://ikhwansyria.com/Portals/Content/?Name=%D8%AA%D8%B9%D8%B2%D9%8A%D8%A9%20%D9%81%D9%8A%20%D9%85%D8%B5%D8%A7%D8%A8%20%D8%AD%D8%AC%D9%8A%D8%AC%20%D8%A8%D9%8A%D8%AA%20%D8%A7%D9%84%D9%84%D9%87%20%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D9%85&info=YVdROU5EWTROVFVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
150921 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,9,21,,161215,URL: web.archive.org/web/20160412132440/http://ikhwansyria.com/Portals/Content/?Name=%D9%86%D8%B8%D8%A7%D9%85%20%D8%A7%D9%84%D8%AC%D8%B1%D9%8A%D9%85%D8%A9%20%D9%8A%D8%AD%D8%AA%D9%85%D9%8A%20%D8%A8%D8%A7%D9%84%D8%A3%D9%82%D9%84%D9%91%D9%8A%D8%A7%D8%AA..%20%D9%84%D8%A7%20%D9%8A%D8%AD%D9%85%D9%8A%D9%87%D8%A7!&info=YVdROU5EWTRPRFltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
