Document,Title,Type,Organization,Org Abbreviation,Statement.Year,Statement.Month,Statement.Day,Statement.Individual,Retrieval Date (YYMMDD),url or source
150925 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,9,25,,161215,URL: web.archive.org/web/20160412104118/http://ikhwansyria.com/Portals/Content/?Name=%D8%A7%D9%84%D9%82%D8%AF%D8%B3%20%D9%88%D8%AF%D9%85%D8%B4%D9%82..%20%D9%84%D8%A7%20%D8%A8%D8%AF%20%D9%85%D9%86%20%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B5%D8%A7%D8%B1%20%D9%88%D8%A5%D9%86%20%D8%B7%D8%A7%D9%84%20%D8%A7%D9%84%D8%A3%D9%84%D9%85!&info=YVdROU5EWTRPRGNtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151003 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,10,3,,161215,URL: web.archive.org/web/20160412143929/http://ikhwansyria.com/Portals/Content/?Name=%D8%A5%D8%AD%D8%AA%D9%84%D8%A7%D9%84%20%D8%B1%D9%88%D8%B3%D9%8A%20%D8%B3%D9%88%D9%81%20%D9%8A%D8%AF%D9%81%D8%B9%D9%87%20%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%20%D8%A8%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%AF&info=YVdROU5EWTRPVEFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151003b (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,10,3,,161215,URL: web.archive.org/web/20160412152332/http://ikhwansyria.com/Portals/Content/?Name=%D8%B1%D9%88%D8%B3%D9%8A%D8%A7%20%D8%AA%D8%AE%D8%AA%D8%A7%D8%B1%20%D8%A7%D9%84%D8%AD%D8%B3%D9%85%20%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%20%D9%88%D8%AA%D9%81%D8%AC%D9%91%D8%B1%20%D8%AE%D8%B7%D9%91%D8%A9%20%D8%A7%D9%84%D9%85%D8%A8%D8%B9%D9%88%D8%AB%20%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%20%D8%AF%D9%8A%D9%85%D8%B3%D8%AA%D9%88%D8%B1%D8%A7!&info=YVdROU5EWTRPRGttYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151007 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,10,7,,161215,URL: web.archive.org/web/20160412130731/http://ikhwansyria.com/Portals/Content/?Name=%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D8%AA%D9%86%D8%B9%D9%89%20%D8%A5%D8%A8%D9%86%D9%87%D8%A7%20%D8%A7%D9%84%D8%A8%D8%A7%D8%B1%20%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%20%D8%AC%D9%87%D8%A7%D8%AF%20%D8%A7%D9%84%D9%81%D8%B1%D8%A7&info=YVdROU5EWTRPVFltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151026 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,10,26,,161215,URL: web.archive.org/web/20160412154049/http://ikhwansyria.com/Portals/Content/?Name=%D8%A7%D9%84%D8%B4%D9%87%D9%8A%D8%AF%20%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D8%AF%20%D8%A3%D8%A8%D9%88%20%D8%B3%D9%84%D9%8A%D9%85%20%D8%AC%D9%88%D9%84%D8%A7%D9%82..%20%D8%A8%D8%B7%D9%84%20%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%AA%D9%8A%D9%86%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%AA%D9%8A%D9%86&info=YVdROU5EY3pOVFVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151102 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,11,2,,161215,URL: web.archive.org/web/20160412163829/http://ikhwansyria.com/Portals/Content/?Name=%D8%B1%D8%B3%D8%A7%D9%84%D8%A9%20%D8%AA%D9%87%D9%86%D8%A6%D8%A9%20%D9%85%D9%86%20%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%82%D8%A8%20%D8%A7%D9%84%D8%B9%D8%A7%D9%85%20%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D8%A5%D9%84%D9%89%20%D8%AA%D8%B1%D9%83%D9%8A%D8%A7%20%D8%AD%D9%83%D9%88%D9%85%D8%A9%20%D9%88%D8%B4%D8%B9%D8%A8%D8%A7&info=YVdROU5EY3hNVEVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151104 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,11,4,,161215,URL: web.archive.org/web/20160412161914/http://ikhwansyria.com/Portals/Content/?Name=%D9%85%D8%A4%D8%AA%D9%85%D8%B1%20%D9%81%D9%8A%D9%8A%D9%86%D8%A7%20%D8%B9%D8%A8%D8%AB%20%D8%A8%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D9%88%D9%84%D8%A7%20%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9%20%D8%A8%D8%B3%D9%81%D9%83%20%D8%AF%D9%85%D8%A7%D8%A1%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D9%8A%D9%86&info=YVdROU5EY3hNamNtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151112 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,11,12,,161215,URL: web.archive.org/web/20160412190731/http://ikhwansyria.com/Portals/Content/?Name=%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD%20%D8%A5%D8%B9%D9%84%D8%A7%D9%85%D9%8A&info=YVdROU5EY3lNRE1tYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151114 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,11,14,,161215,URL: web.archive.org/web/20160412190749/http://ikhwansyria.com/Portals/Content/?Name=%D9%87%D8%B0%D8%A7%20%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%20%D9%85%D8%B1%D9%81%D9%88%D8%B6%20%D9%81%D9%8A%20%D9%83%D9%84%D9%91%20%D8%B2%D9%85%D8%A7%D9%86%20%D9%88%D8%A3%D9%8A%D9%91%20%D9%85%D9%83%D8%A7%D9%86&info=YVdROU5EY3lNekFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151125  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,11,25,,161215,URL: web.archive.org/web/20160412143827/http://ikhwansyria.com/Portals/Content/?Name=%D9%8A%D9%88%D9%85%20%D8%B9%D8%A7%D9%84%D9%85%D9%8A%20%D9%84%D9%84%D9%82%D8%B6%D8%A7%D8%A1%20%D8%B9%D9%84%D9%89%20%D8%A7%D9%84%D8%B9%D9%86%D9%81%20%D8%B6%D8%AF%20%D8%A7%D9%84%D9%85%D8%B1%D8%A3%D8%A9!!&info=YVdROU5EY3pOVFltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151209  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,12,9,,161215,URL: web.archive.org/web/20160412163820/http://ikhwansyria.com/Portals/Content/?Name=%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA%20%D9%85%D8%AC%D9%84%D8%B3%20%D8%A7%D9%84%D8%A3%D9%85%D9%86%20%D8%AA%D8%B4%D8%B1%D8%B9%D9%86%20%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%20%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A&info=YVdROU5EYzBPRFVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151213  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,12,13,,161215,URL: web.archive.org/web/20160412191614/http://ikhwansyria.com/Portals/Content/?Name=%D9%85%D9%88%D9%82%D9%81%20%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D9%85%D9%86%20%D9%85%D8%A4%D8%AA%D9%85%D8%B1%20%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%20%D9%84%D9%84%D9%85%D8%B9%D8%A7%D8%B1%D8%B6%D8%A9%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9&info=YVdROU5EYzBOREltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151225  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,12,25,,161215,URL: web.archive.org/web/20160412143853/http://ikhwansyria.com/Portals/Content/?Name=%D8%A7%D9%84%D8%B4%D9%8A%D8%AE%20%D8%A7%D9%84%D8%B4%D9%87%D9%8A%D8%AF%20%D8%B2%D9%87%D8%B1%D8%A7%D9%86%20%D8%B9%D9%84%D9%88%D8%B4%20%D9%8A%D9%86%D8%AB%D8%B1%20%D8%AF%D9%85%D9%87%20%D8%A7%D9%84%D8%B7%D8%A7%D9%87%D8%B1%20%D8%B9%D9%84%D9%89%20%D8%AB%D8%B1%D9%89%20%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D8%A9&info=YVdROU5EYzFNREFtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
151230  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,15,12,30,,161215,URL: web.archive.org/web/20160412132408/http://ikhwansyria.com/Portals/Content/?Name=%D9%82%D8%B1%D8%A7%D8%B1%20%D9%84%D8%A7%20%D9%8A%D8%B1%D9%82%D9%89%20%D9%84%D8%AA%D8%AD%D9%82%D9%8A%D9%82%20%D9%85%D8%B7%D8%A7%D9%84%D8%A8%20%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A&info=YVdROU5EYzFNelltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160105  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,1,5,,161215,URL: web.archive.org/web/20160412132419/http://ikhwansyria.com/Portals/Content/?Name=%D8%AD%D9%88%D9%84%20%D9%82%D8%B7%D8%B9%20%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%20%D8%B9%D9%84%D8%A7%D9%82%D8%A7%D8%AA%D9%87%D8%A7%20%D8%A7%D9%84%D8%AF%D8%A8%D9%84%D9%88%D9%85%D8%A7%D8%B3%D9%8A%D8%A9%20%D9%85%D8%B9%20%D8%A5%D9%8A%D8%B1%D8%A7%D9%86&info=YVdROU5EYzFOekltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160112  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,1,12,,161215,URL: web.archive.org/web/20160412143817/http://ikhwansyria.com/Portals/Content/?Name=%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A7%D8%A1%20%D9%8A%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D9%88%D9%86%20%D8%AA%D8%B1%D9%83%D9%8A%D8%A7%20%D9%84%D8%A3%D9%86%D9%91%D9%87%D8%A7%20%D8%AA%D9%82%D9%81%20%D9%85%D8%B9%20%D9%85%D8%B7%D8%A7%D9%84%D8%A8%20%D8%A7%D9%84%D8%B4%D8%B9%D9%88%D8%A8%20%D9%88%D8%AD%D8%B1%D9%91%D9%8A%D8%AA%D9%87%D8%A7&info=YVdROU5EYzJOREVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160130 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,1,30,,161215,URL: web.archive.org/web/20160412130737/http://ikhwansyria.com/Portals/Content/?Name=%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D9%87%D9%8A%D8%A6%D8%A9%20%D8%A7%D9%84%D8%B9%D9%84%D9%8A%D8%A7%20%D9%84%D9%84%D9%85%D9%81%D8%A7%D9%88%D8%B6%D8%A7%D8%AA..%20%D8%B4%D8%B1%D8%B9%D9%8A%D9%91%D8%AA%D9%83%D9%85%20%D8%AA%D8%AA%D9%85%D8%AB%D9%91%D9%84%20%D8%A8%D8%AA%D8%AD%D9%82%D9%82%20%D9%85%D8%B7%D8%A7%D9%84%D8%A8%20%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%20%D9%88%D8%A3%D9%87%D8%AF%D8%A7%D9%81%20%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A9&info=YVdROU5EYzNPVFltYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160218 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,2,18,,161215,URL: web.archive.org/web/20160412161904/http://ikhwansyria.com/Portals/Content/?Name=%D8%AA%D8%AD%D8%A7%D9%84%D9%81%20%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%20%D8%A7%D9%84%D8%A3%D8%B3%D8%AF%D9%8A%20%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A%20%D8%A7%D9%84%D8%A5%D9%8A%D8%B1%D8%A7%D9%86%D9%8A%20%D9%88%D8%A3%D8%AA%D8%A8%D8%A7%D8%B9%D9%87%D9%85%20%D9%8A%D8%B6%D8%B1%D8%A8%20%D8%AA%D8%B1%D9%83%D9%8A%D8%A7%20%D8%A7%D9%84%D8%B4%D9%82%D9%8A%D9%82%D8%A9&info=YVdROU5EZ3dNelVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160223 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,2,23,,161215,URL: web.archive.org/web/20160412192736/http://ikhwansyria.com/Portals/Content/?Name=%D8%A8%D9%8A%D8%A7%D9%86%20%D9%85%D8%AC%D9%84%D8%B3%20%D8%A7%D9%84%D8%B4%D9%88%D8%B1%D9%89%20%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9&info=YVdROU5EZ3dOamdtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160226  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,2,26,,161215,URL: web.archive.org/web/20160412122754/http://ikhwansyria.com/Portals/Content/?Name=%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D8%AA%D9%86%D8%B9%D9%89%20%D8%A7%D9%84%D8%B4%D9%8A%D8%AE%20%D8%AD%D9%85%D9%88%D8%AF%20%D9%87%D8%A7%D8%B4%D9%85%20%D8%A7%D9%84%D8%B0%D8%A7%D8%B1%D8%AD%D9%8A%20%D8%B1%D8%AD%D9%85%D9%87%20%D8%A7%D9%84%D9%84%D9%87&info=YVdROU5EZ3hNVGNtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160306  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,3,6,,161215,URL: web.archive.org/web/20160412154115/http://ikhwansyria.com/Portals/Content/?Name=%D8%AC%D9%85%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86%20%D9%81%D9%8A%20%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D8%AA%D9%86%D8%B9%D9%89%20%D8%A7%D9%84%D8%B2%D8%B9%D9%8A%D9%85%20%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%20%D8%AD%D8%B3%D9%86%20%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D8%A8%D9%8A&info=YVdROU5EZ3hPVGdtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160314  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,3,14,,161215,URL: web.archive.org/web/20160412131724/http://ikhwansyria.com/Portals/Content/?Name=%D8%AA%D8%B1%D9%83%D9%8A%D8%A7%20%D9%84%D9%86%20%D8%AA%D8%B1%D9%83%D8%B9%20%D8%A3%D9%85%D8%A7%D9%85%20%D9%87%D8%B0%D8%A7%20%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%20%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%AF&info=YVdROU5EZ3lPRE1tYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160610  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,6,10,,161215,URL: web.archive.org/web/20131110020652/http://ikhwansyria.com/Portals/Content/?Name=%D8%B3%D9%88%D8%B1%D9%8A%D8%A9%20%D9%88%D8%B7%D9%86%20%D9%85%D8%B3%D8%AA%D8%A8%D8%A7%D8%AD%20%D9%88%D8%B4%D8%B9%D8%A8%20%D9%85%D9%86%D9%83%D9%88%D8%A8&info=YVdROU16WXlORFVtYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
160713 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,7,13,,161215,
160716 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,7,16,,161215,
160720 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,7,20,,161215,
160721 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,7,21,,161215,
160729 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,7,29,,161215,
160807 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,7,7,,161215,
160811 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,8,11,,161215,
160819 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,8,19,,161215,
160824 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,8,24,,161215,
160827 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,8,27,,161215,
160911 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,9,11,,161215,
160915 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,9,15,,161215,
160919 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,9,19,,161215,
160922 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,9,22,,161215,
160926 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,9,26,,161215,
160928 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,9,28,,161215,
161006 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,10,6,,161215,
161008 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,10,8,,161215,
161011 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,10,11,,161215,
161211 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,12,11,,161215,
161214  (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,12,14,,161215,URL: web.archive.org/web/20160412152302/http://ikhwansyria.com/Portals/Content/?Name=%D8%A7%D9%84%D8%B1%D9%88%D8%B3%20%D9%82%D8%AA%D9%84%D8%A9%20%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84..%20%D9%88%D9%8A%D9%84%20%D9%84%D9%84%D8%B5%D8%A7%D9%85%D8%AA%D9%8A%D9%86%20%D9%85%D9%86%20%D8%AF%D9%85%20%D9%82%D8%AF%20%D8%A7%D9%86%D8%B3%D9%83%D8%A8&info=YVdROU5EYzBORE1tYzI5MWNtTmxQVk4xWWxCaFoyVW1kSGx3WlQweEpuaHRiR2xrUFNZPSt1.Syr
161226 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,12,26,,170103,
161230 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,16,12,30,,170825,
170120 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,1,20,,170825,
170208 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,2,8,,170825,
170223 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,2,23,,170825,
170316b (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,3,16,,170825,
170316 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,3,16,,170825,
170317 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,3,17,,170825,
170318 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,3,18,,170825,
170404 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,4,4,,170825,
170501 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,5,1,,170825,
170510 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,5,10,,170825,
170521 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,5,21,,170825,
170617 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,6,17,,170825,
170715 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,7,15,,170825,
170719 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,7,19,,170825,
170720 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,7,20,,170825,
170721 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,7,21,,170825,
170723 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,7,23,,170825,
170706 (MB) Statement,,Statement,Syrian Muslim Brotherhood,SMB,17,7,6,,170825,
170503.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,5,3,,,telegram
170625.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,6,25,,,telegram
170713 HTS.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,7,13,,,telegram
170719 HTS.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,7,19,,,telegram
170720 HTS.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,7,20,,,telegram
170723.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,7,23,,,telegram
170724.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,7,24,,,telegram
170728.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,7,28,,,telegram
170730.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,7,30,,,telegram
170801.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,8,1,,,telegram
170812.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,17,8,12,,,telegram
