Document,Title,Type,Organization,Org Abbreviation,Statement.Year,Statement.Month,Statement.Day,Statement.Individual,Retrieval Date (YYMMDD),url or source
171002 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,10,2,,200421,https://web.archive.org/web/20171128164320/http://ikhwansyria.com/2017/10/%d8%aa%d8%b9%d9%84%d9%8a%d9%82%d8%a7%d9%8b-%d8%b9%d9%84%d9%89-%d9%85%d8%a7-%d8%aa%d8%af%d8%a7%d9%88%d9%84%d8%aa%d9%87-%d8%a8%d8%b9%d8%b6-%d9%88%d8%b3%d8%a7%d8%a6%d9%84-%d8%a7%d9%84%d8%a5%d8%b9%d9%84/
171007 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,10,7,,200421,https://web.archive.org/web/20171205022239/http://ikhwansyria.com/2017/10/%D8%A8%D9%8A%D8%A7%D9%86-%D9%85%D8%AC%D9%84%D8%B3-%D8%B4%D9%88%D8%B1%D9%89-%D8%AC%D9%85%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86/
171103 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,11,3,,200421,https://web.archive.org/web/20171128164137/http://ikhwansyria.com/2017/11/%d9%85%d8%a4%d8%aa%d9%85%d8%b1-%d8%b3%d9%88%d8%aa%d8%b4%d9%8a-%d8%aa%d8%ad%d8%aa-%d8%b1%d8%b9%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%a7%d8%ad%d8%aa%d9%84%d8%a7%d9%84-%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a/
171120 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,11,20,,200421,https://web.archive.org/web/20171208101959/http://ikhwansyria.com/2017/11/%d8%a7%d9%84%d9%85%d9%88%d9%82%d9%81-%d9%85%d9%86-%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9-%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d8%b1%d8%b6%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%e2%80%8f/
171227 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,12,27,,200421,https://web.archive.org/web/20180710200411/https://ikhwansyria.com/%D8%A7%D9%84%D8%B1%D9%88%D8%B3-%D9%85%D8%AD%D8%AA%D9%84%D9%88%D9%86-%D9%88%D9%84%D9%8A%D8%B3%D9%88%D8%A7-%D9%88%D8%B3%D8%B7%D8%A7%D8%A1-%D9%88%D8%B3%D9%88%D8%AA%D8%B4%D9%8A-%D9%84%D9%8A%D8%B3%D8%AA/
171229 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,12,29,,200421,https://web.archive.org/web/20180710201549/https://ikhwansyria.com/%D8%AA%D9%88%D8%B6%D9%8A%D8%AD-%D9%84%D9%88%D8%B3%D8%A7%D8%A6%D9%84-%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85/
180124 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,1,24,,200421,https://web.archive.org/web/20180710193640/https://ikhwansyria.com/%D8%A7%D9%84%D9%85%D9%88%D9%82%D9%81-%D9%85%D9%86-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%BA%D8%B5%D9%86-%D8%A7%D9%84%D8%B2%D9%8A%D8%AA%D9%88%D9%86-%D8%A7%D9%84%D8%AC%D8%A7%D8%B1%D9%8A/
180202 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,2,2,,200421,https://web.archive.org/web/20180710201509/https://ikhwansyria.com/%D8%A7%D9%84%D9%85%D9%88%D9%82%D9%81-%D9%85%D9%86-%D9%85%D8%AE%D8%B1%D8%AC%D8%A7%D8%AA-%D8%B3%D9%88%D8%AA%D8%B4%D9%8A/
180207 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,2,7,,200421,https://web.archive.org/web/20180710194732/https://ikhwansyria.com/%D8%B9%D8%AC%D8%B2-%D8%AF%D9%88%D9%84%D9%8A-%D9%88%D8%A7%D8%B6%D8%AD-%D9%81%D9%8A-%D8%B1%D8%AF%D8%B9-%D8%A5%D8%B1%D9%87%D8%A7%D8%A8-%D8%B1%D9%88%D8%B3%D9%8A%D8%A7-%D9%88%D8%A7%D9%84%D8%A3%D8%B3%D8%AF/
180222 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,2,22,,200421,https://web.archive.org/web/20180710200146/https://ikhwansyria.com/%D8%A7%D9%84%D8%AD%D9%84-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A-%D9%8A%D8%AA%D9%85-%D8%AF%D9%81%D9%86%D9%87-%D8%AA%D8%AD%D8%AA-%D8%B1%D9%83%D8%A7%D9%85-%D8%A7%D9%84%D8%A8%D9%8A%D9%88%D8%AA-%D9%88/
180415 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,4,15,,200421,https://web.archive.org/web/20180710194533/https://ikhwansyria.com/%D8%A8%D9%8A%D8%A7%D9%86-%D9%85%D8%AC%D9%84%D8%B3-%D8%B4%D9%88%D8%B1%D9%89-%D8%AC%D9%85%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86/
180515 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,5,15,,200421,https://web.archive.org/web/20180710200224/https://ikhwansyria.com/%D9%81%D9%8A-%D8%A7%D9%84%D8%B0%D9%83%D8%B1%D9%89-%D8%A7%D9%84%D8%B3%D8%A8%D8%B9%D9%8A%D9%86-%D9%84%D8%A3%D9%85-%D8%A7%D9%84%D9%86%D9%83%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%BA%D8%B7%D8%B1%D8%B3%D8%A9/
180614 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,6,14,,200421,https://web.archive.org/web/20180704132135/https://ikhwansyria.com/%d8%aa%d9%88%d8%b6%d9%8a%d8%ad%d8%a7%d9%8b-%d9%84%d9%85%d8%a7-%d8%aa%d9%86%d8%a7%d9%82%d9%84%d8%aa%d9%87-%d9%88%d8%b3%d8%a7%d8%a6%d9%84-%d8%a5%d8%b9%d9%84%d8%a7%d9%85-%d8%ad%d9%88%d9%84-%d9%85%d9%88/
180626 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,6,26,,200421,https://web.archive.org/web/20180704132700/https://ikhwansyria.com/%d8%a7%d8%aa%d9%81%d8%a7%d9%82%d9%8a%d8%a9-%d8%ae%d9%81%d8%b6-%d8%a7%d9%84%d8%aa%d8%b5%d8%b9%d9%8a%d8%af-%d8%aa%d8%b7%d8%b9%d9%86-%d8%af%d8%b1%d8%b9%d8%a7-%d9%81%d9%8a-%d8%b8%d9%87%d8%b1%d9%87%d8%a7/
180726 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,7,26,,200421,https://web.archive.org/web/20190105233013/https://ikhwansyria.com/%d8%ac%d9%85%d8%a7%d8%b9%d8%a9-%d8%a7%d9%84%d8%a5%d8%ae%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d9%85%d9%8a%d9%86-%d9%81%d9%8a-%d8%b3%d9%88%d8%b1%d9%8a%d8%a9-%d8%aa%d8%af%d9%8a%d9%86-%d8%a7/
180728 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,7,28,,200421,https://web.archive.org/web/20190105224011/https://ikhwansyria.com/%d8%a7%d9%84%d9%85%d9%88%d9%82%d9%81-%d9%85%d9%86-%d8%a7%d9%84%d9%84%d8%ac%d9%86%d8%a9-%d8%a7%d9%84%d8%af%d8%b3%d8%aa%d9%88%d8%b1%d9%8a%d8%a9/
180729 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,7,29,,200421,https://web.archive.org/web/20190106011232/https://ikhwansyria.com/%d8%a7%d9%84%d8%a3%d8%b3%d8%af-%d9%8a%d8%ad%d9%88%d9%84-%d8%b3%d9%88%d8%b1%d9%8a%d8%a9-%d8%a5%d9%84%d9%89-%d8%a3%d9%83%d8%a8%d8%b1-%d9%85%d8%b3%d9%84%d8%ae-%d8%a8%d8%b4%d8%b1%d9%8a-%d9%81%d9%8a-%d8%a7/
180831 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,8,31,,200421,https://web.archive.org/web/20180831155746/https://ikhwansyria.com/%d8%ad%d9%88%d9%84-%d8%aa%d8%b5%d8%b1%d9%8a%d8%ad%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%a8%d8%b9%d9%88%d8%ab-%d8%a7%d9%84%d8%af%d9%88%d9%84%d9%8a-%d8%af%d9%8a%d9%85%d8%b3%d8%aa%d9%88%d8%b1%d8%a7-%d8%a8/
181229 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,12,29,,200421,https://web.archive.org/web/20181229222838/https://ikhwansyria.com/%d8%ad%d9%88%d9%84-%d8%a7%d9%84%d9%85%d9%88%d9%82%d9%81-%d9%85%d9%86-%d8%a5%d8%b9%d8%a7%d8%af%d8%a9-%d9%81%d8%aa%d8%ad-%d8%a7%d9%84%d8%b3%d9%81%d8%a7%d8%b1%d8%a7%d8%aa-%d9%84%d8%af%d9%89-%d9%86%d8%b8/
190105 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,1,5,,200421,
190506 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,5,6,,200421,https://ikhwansyria.com/%d8%a8%d9%8a%d8%a7%d9%86-%d8%a8%d8%ae%d8%b5%d9%88%d8%b5-%d8%a7%d9%84%d8%b9%d8%af%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%87%d9%85%d8%ac%d9%8a-%d8%b9%d9%84%d9%89-%d8%b1%d9%8a%d9%81%d9%8a-%d8%a5%d8%af%d9%84/
190720 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,7,20,,200421,https://ikhwansyria.com/%d8%ac%d9%85%d8%a7%d8%b9%d8%a9-%d8%a7%d9%84%d8%a5%d8%ae%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d9%85%d9%8a%d9%86-%d9%81%d9%8a-%d8%b3%d9%88%d8%b1%d9%8a%d8%a9-%d8%aa%d8%b3%d8%aa%d9%86%d9%83/
190910 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,9,10,,200421,https://ikhwansyria.com/%d8%a8%d9%8a%d8%a7%d9%86-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%b4%d9%88%d8%b1%d9%89-%d9%84%d8%ac%d9%85%d8%a7%d8%b9%d8%a9-%d8%a7%d9%84%d8%a5%d8%ae%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%85%d8%b3%d9%84/
190920 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,9,20,,200421,https://ikhwansyria.com/%d8%ad%d9%88%d9%84-%d8%a7%d9%84%d9%87%d8%ac%d9%88%d9%85-%d8%a7%d9%84%d8%a5%d8%b1%d9%87%d8%a7%d8%a8%d9%8a-%d8%b9%d9%84%d9%89-%d8%b4%d8%b1%d9%83%d8%a9-%d8%a3%d8%b1%d8%a7%d9%85%d9%83%d9%88-%d8%a7%d9%84/
190925 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,9,25,,200421,https://ikhwansyria.com/%d8%a7%d9%84%d9%85%d9%88%d9%82%d9%81-%d9%85%d9%86-%d8%a7%d9%84%d8%a5%d8%b9%d9%84%d8%a7%d9%86-%d8%b9%d9%86-%d8%aa%d8%b4%d9%83%d9%8a%d9%84-%d8%a7%d9%84%d9%84%d8%ac%d9%86%d8%a9-%d8%a7%d9%84%d8%af%d8%b3/
191010 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,10,10,,200421,https://ikhwansyria.com/%d8%ad%d9%88%d9%84-%d8%a7%d9%86%d8%b7%d9%84%d8%a7%d9%82-%d8%b9%d9%85%d9%84%d9%8a%d8%a9-%d9%86%d8%a8%d8%b9-%d8%a7%d9%84%d8%b3%d9%84%d8%a7%d9%85-%d9%81%d9%8a-%d8%b4%d8%b1%d9%82-%d8%a7%d9%84%d9%81/
191121 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,11,21,,200421,https://ikhwansyria.com/%d8%ad%d9%88%d9%84-%d8%ac%d8%b1%d9%8a%d9%85%d8%a9-%d8%a7%d9%84%d8%ad%d8%b1%d8%a8-%d8%a7%d9%84%d8%aa%d9%8a-%d8%a7%d8%b1%d8%aa%d9%83%d8%a8%d9%87%d8%a7-%d8%a7%d9%84%d9%85%d8%ac%d8%b1%d9%85%d9%88%d9%86/
191122 SMB,,Statement,Syrian Muslim Brotherhood,SMB,19,11,22,,200421,https://ikhwansyria.com/%d9%85%d9%88%d9%82%d9%81%d9%86%d8%a7-%d9%85%d9%86-%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85-%d8%a7%d9%84%d8%a5%d9%8a%d8%b1%d8%a7%d9%86%d9%8a-%d8%a7%d9%84%d9%85%d8%ad%d8%aa%d9%84-%d9%84%d8%b3%d9%88%d8%b1/
200103 MB,,Statement,Syrian Muslim Brotherhood,SMB,20,1,3,,200421,https://ikhwansyria.com/%d8%a8%d9%8a%d8%a7%d9%86-%d8%a8%d8%ae%d8%b5%d9%88%d8%b5-%d9%85%d9%82%d8%aa%d9%84-%d8%a7%d9%84%d9%85%d8%ac%d8%b1%d9%85-%d8%b3%d9%84%d9%8a%d9%85%d8%a7%d9%86%d9%8a-%d9%88%d9%8a%d8%b4%d9%81%d9%90-%d8%b5/
200119 MB,,Statement,Syrian Muslim Brotherhood,SMB,20,1,19,,200421,https://ikhwansyria.com/%d8%aa%d8%b5%d9%86%d9%8a%d9%81-%d8%ad%d8%b2%d8%a8-%d8%a7%d9%84%d9%84%d9%87-%d9%85%d9%86%d8%b8%d9%85%d8%a9-%d8%a5%d8%b1%d9%87%d8%a7%d8%a8%d9%8a%d8%a9-%d9%81%d9%8a-%d8%a8%d8%b1%d9%8a%d8%b7%d8%a7/
200126 MB,,Statement,Syrian Muslim Brotherhood,SMB,20,1,26,,200421,https://ikhwansyria.com/%d8%aa%d8%b9%d8%b2%d9%8a%d8%a9-%d8%a8%d8%b6%d8%ad%d8%a7%d9%8a%d8%a7-%d8%a7%d9%84%d8%b2%d9%84%d8%b2%d8%a7%d9%84-%d9%81%d9%8a-%d8%aa%d8%b1%d9%83%d9%8a%d8%a9/
200129 SMB,,Statement,Syrian Muslim Brotherhood,SMB,20,1,29,,200421,https://ikhwansyria.com/%d8%ab%d8%a7%d9%84%d9%88%d8%ab-%d8%a7%d9%84%d8%b4%d8%b1-%d9%8a%d8%b3%d8%b9%d9%89-%d9%84%d8%a5%d8%a8%d8%a7%d8%af%d8%a9-%d8%b4%d8%b9%d8%a8%d9%86%d8%a7-%d9%81%d9%8a-%d8%ad%d9%84%d8%a8-%d9%88%d8%a5%d8%af/
200131 SMB,,Statement,Syrian Muslim Brotherhood,SMB,20,1,31,,200421,https://ikhwansyria.com/%d8%b5%d9%81%d9%82%d8%a9-%d8%a7%d9%84%d9%82%d8%b1%d9%86-%d8%ad%d9%82%d9%8a%d9%82%d8%a9-%d9%88%d9%85%d9%88%d9%82%d9%81/
200202 SMB,,Statement,Syrian Muslim Brotherhood,SMB,20,2,2,,200421,https://ikhwansyria.com/%d9%81%d9%8a-%d8%a7%d9%84%d8%b0%d9%83%d8%b1%d9%89-%d8%a7%d9%84%d8%ab%d8%a7%d9%85%d9%86%d8%a9-%d9%88%d8%a7%d9%84%d8%ab%d9%84%d8%a7%d8%ab%d9%8a%d9%86-%d9%84%d9%85%d8%ac%d8%b2%d8%b1%d8%a9-%d8%ad%d9%85/
200228 SMB,,Statement,Syrian Muslim Brotherhood,SMB,20,2,28,,200421,https://ikhwansyria.com/%d8%aa%d8%b9%d8%b2%d9%8a%d8%a9-%d9%81%d9%8a-%d8%b4%d9%87%d8%af%d8%a7%d8%a1-%d8%a7%d9%84%d8%ac%d9%8a%d8%b4-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a/
200311 SMB,,Statement,Syrian Muslim Brotherhood,SMB,20,3,11,,200421,https://ikhwansyria.com/%d8%a7%d9%84%d8%ab%d9%88%d8%b1%d8%a9-%d9%85%d8%b3%d8%aa%d9%85%d8%b1%d8%a9/
200325 SMB,,Statement,Syrian Muslim Brotherhood,SMB,20,3,25,,200421,https://ikhwansyria.com/%d9%85%d9%88%d8%a7%d8%ac%d9%87%d8%a9-%d8%a7%d9%84%d9%88%d8%a8%d8%a7%d8%a1-%d8%a3%d9%88%d9%84%d9%88%d9%8a%d8%a9-%d8%a7%d9%84%d8%a3%d9%88%d9%84%d9%88%d9%8a%d8%a7%d8%aa-%d8%a8%d8%a7%d9%84%d9%86%d8%b3/
150606 (AaS),To do,Statement,Ahrar al-Sham,AaS,15,6,6,,,https://eldorar.org/sites/default/files/u6650/byn_1.jpg
170118 AaS,To do,Statement,Ahrar al-Sham,AaS,17,1,18,,,https://eldorar.com/sites/default/files/u3678/byn_lhrk.jpg
141214 (AaS),To do,Statement,Ahrar al-Sham,AaS,14,12,14,,,http://mediainstitution.blogspot.com/2014/12/14122014.html
170306 (AaS),To do,Statement,Ahrar al-Sham,AaS,17,3,6,,,Eldorar.org
170312 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,17,3,12,,,Eldorar.org
180315 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,18,3,15,,,Eldorar.org
180601 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,18,6,1,,,Eldorar.org
180608 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,18,6,8,,,https://eldorar.org/node/122860
180706 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,18,7,6,,,Eldorar.org
181014 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,18,10,14,,,Eldorar.org
181030 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,18,10,30,,,Eldorar.org
190101 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,19,1,1,,,https://eldorar.org/node/129783
190609 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,19,6,9,,,ebaa.news
191223 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,19,12,23,,,ebaa.news
200228 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,20,2,28,,,ebaa.news
200307 HTS,To do,Statement,Hayat Tahrir al-Sham,HTS,20,3,7,,,ebaa.news
120520 NF,,Statement,Nusra Front,NF,12,5,20,,200422,http://www.souriabaladi.com/%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9.html&pid=1028
150504 NF,,Statement,Nusra Front,NF,15,5,4,,200422,https://eldorar.com/node/75725
150715 NF,,Statement,Nusra Front,NF,15,7,15,,200422,https://pbs.twimg.com/media/CJ9nPNsW8AE2Znh.jpg
150809 NF,,Statement,Nusra Front,NF,15,8,9,,200422,https://eldorar.com/node/83387
151226 NF,,Statement,Nusra Front,NF,15,12,26,,200422,https://www.google.com/url?sa=i&url=https%3A%2F%2Ftwitter.com%2Fmuslim2day%2Fstatus%2F680766377251221504&psig=AOvVaw1FCyfuHGRoZxH8UtDvq6qd&ust=1587655254900000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCJiQ-fiq_OgCFQAAAAAdAAAAABAO
160312 NF,,Statement,Nusra Front,NF,16,3,12,,200422,https://eldorar.com/node/95662
160709 NF,,Statement,Nusra Front,NF,16,7,9,,200422,https://eldorar.com/node/100231
160709 JFS,,Statement,Jabhat Fateh al-Sham,JFS,16,7,9,,200422,https://eldorar.com/node/101048
160923 JFS,,Statement,Jabhat Fateh al-Sham,JFS,16,9,23,,200422,https://eldorar.com/node/103334
170123 JFS (A),,Statement,Jabhat Fateh al-Sham,JFS,17,1,23,,200422,https://eldorar.org/sites/default/files/u3678/hr.jpg
170123 JFS (B),,Statement,Jabhat Fateh al-Sham,JFS,17,1,23,,200422,https://eldorar.com/sites/default/files/u3678/byn_hqyr.jpg
170128 JFS,,Statement,Jabhat Fateh al-Sham,JFS,17,1,28,,200422,https://eldorar.org/sites/default/files/u3678/photo_2017-01-28_13-56-24.jpg
180220 NFL,To do,Statement,National Front for Liberation,NFL,18,2,20,,200422,telegram
180223 NFL,To do,Statement,National Front for Liberation,NFL,18,2,23,,200422,telegram
180224 NFL,To do,Statement,National Front for Liberation,NFL,18,2,24,,200422,telegram
180224(a) NFL,To do,Statement,National Front for Liberation,NFL,18,2,24,,200422,telegram
180225 NFL,To do,Statement,National Front for Liberation,NFL,18,2,25,,200422,telegram
180225(b) NFL,To do,Statement,National Front for Liberation,NFL,18,2,25,,200422,telegram
180227 NFL,To do,Statement,National Front for Liberation,NFL,18,2,27,,200422,telegram
180228 NFL,To do,Statement,National Front for Liberation,NFL,18,2,28,,200422,telegram
180303 NFL,To do,Statement,National Front for Liberation,NFL,18,3,3,,200422,telegram
180306 NFL,To do,Statement,National Front for Liberation,NFL,18,3,6,,200422,telegram
180311 NFL,To do,Statement,National Front for Liberation,NFL,18,3,11,,200422,telegram
180322 NFL,To do,Statement,National Front for Liberation,NFL,18,3,22,,200422,telegram
180324 NFL,To do,Statement,National Front for Liberation,NFL,18,3,24,,200422,telegram
180403 NFL,To do,Statement,National Front for Liberation,NFL,18,4,3,,200422,telegram
180408 NFL,To do,Statement,National Front for Liberation,NFL,18,4,8,,200422,telegram
180415 SLF NFL,To do,Statement,National Front for Liberation,NFL,18,4,15,,200422,telegram
180501 NFL,To do,Statement,National Front for Liberation,NFL,18,5,1,,200422,telegram
180821 NFL,To do,Statement,National Front for Liberation,NFL,18,8,21,,200422,telegram
180822 NFL,To do,Statement,National Front for Liberation,NFL,18,8,22,,200422,telegram
180829 NFL,To do,Statement,National Front for Liberation,NFL,18,8,29,,200422,telegram
180901 SLF NFL,To do,Statement,National Front for Liberation,NFL,18,9,1,,200422,telegram
181030 NFL,To do,Statement,National Front for Liberation,NFL,18,10,30,,200422,telegram
190101 NFL,To do,Statement,National Front for Liberation,NFL,19,1,1,,200422,telegram
190102 (b) NFL,To do,Statement,National Front for Liberation,NFL,19,1,2,,200422,telegram
190102 NFL,To do,Statement,National Front for Liberation,NFL,19,1,2,,200422,telegram
190802 NFL,To do,Statement,National Front for Liberation,NFL,19,8,2,,200422,telegram
190821 NFL,To do,Statement,National Front for Liberation,NFL,19,8,21,,200422,telegram
190802 HTS (1),Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,19,8,2,,210210,telegram
190802 HTS (2),Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,19,8,2,,210210,telegram
200403 HTS,Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,20,4,3,,210210,telegram
200709 HTS (1),Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,20,7,9,,210210,telegram
200709 HTS (2),Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,20,7,9,,210210,telegram
201026 HTS,Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,20,10,26,,210210,telegram
210123 HTS ,Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,21,1,23,,210210,jihadology.net
210203 HTS,Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,21,2,3,,210210,jihadology.net
210210 HTS,Only Raw file for now. Needs to be processed. ,Statement,Hayat Tahrir al-Sham,HTS,21,2,10,,210210,telegram
